"date","day_of_week","month","year","open","close","high","low"
"02/03/2015","Monday","March",2015,51580,51021,51580,50775
"03/03/2015","Tuesday","March",2015,51021,51304,51432,50995
"04/03/2015","Wednesday","March",2015,51303,50468,51303,50399
"05/03/2015","Thursday","March",2015,50472,50365,50734,50114
"06/03/2015","Friday","March",2015,50355,49981,50401,49779
"09/03/2015","Monday","March",2015,49978,49181,49978,48952
"10/03/2015","Tuesday","March",2015,49177,48293,49177,48293
"11/03/2015","Wednesday","March",2015,48309,48906,48937,48309
"12/03/2015","Thursday","March",2015,48908,48880,49633,48684
"13/03/2015","Friday","March",2015,48858,48596,48858,47905
"16/03/2015","Monday","March",2015,48602,48848,49205,48394
"17/03/2015","Tuesday","March",2015,48849,50285,50384,48841
"18/03/2015","Wednesday","March",2015,50284,51526,51773,49788
"19/03/2015","Thursday","March",2015,51530,50954,51547,50791
"20/03/2015","Friday","March",2015,50964,51967,52286,50964
"23/03/2015","Monday","March",2015,51970,51908,52178,51516
"24/03/2015","Tuesday","March",2015,51908,51506,52223,51006
"25/03/2015","Wednesday","March",2015,51507,51858,52319,51507
"26/03/2015","Thursday","March",2015,51835,50580,51835,50528
"27/03/2015","Friday","March",2015,50575,50095,50575,49909
"30/03/2015","Monday","March",2015,50100,51243,51265,50100
"31/03/2015","Tuesday","March",2015,51243,51150,51466,50612
"01/04/2015","Wednesday","April",2015,51186,52322,52613,51186
"02/04/2015","Thursday","April",2015,52322,53123,53312,52322
"06/04/2015","Monday","April",2015,53124,53737,54146,53122
"07/04/2015","Tuesday","April",2015,53738,53729,54002,53436
"08/04/2015","Wednesday","April",2015,53732,53661,54458,53508
"09/04/2015","Thursday","April",2015,53638,53803,54002,53292
"10/04/2015","Friday","April",2015,53803,54214,54413,53556
"13/04/2015","Monday","April",2015,54214,54240,54866,54004
"14/04/2015","Tuesday","April",2015,54240,53982,54625,53773
"15/04/2015","Wednesday","April",2015,54037,54919,54960,54037
"16/04/2015","Thursday","April",2015,54919,54674,54919,54316
"17/04/2015","Friday","April",2015,54672,53955,54672,53896
"20/04/2015","Monday","April",2015,53965,53761,54385,53510
"22/04/2015","Wednesday","April",2015,53762,54617,54848,53762
"23/04/2015","Thursday","April",2015,54616,55685,55782,54064
"24/04/2015","Friday","April",2015,55687,56594,56965,55687
"27/04/2015","Monday","April",2015,56554,55535,56962,55515
"28/04/2015","Tuesday","April",2015,55549,55812,56018,54973
"29/04/2015","Wednesday","April",2015,55809,55325,55809,55067
"30/04/2015","Thursday","April",2015,55312,56229,56229,55080
"04/05/2015","Monday","May",2015,56230,57354,57520,56230
"05/05/2015","Tuesday","May",2015,57350,58052,58147,57096
"06/05/2015","Wednesday","May",2015,58050,57103,58575,56820
"07/05/2015","Thursday","May",2015,57103,56921,57290,56507
"08/05/2015","Friday","May",2015,56965,57149,57621,56595
"11/05/2015","Monday","May",2015,57166,57197,57490,57013
"12/05/2015","Tuesday","May",2015,57193,56792,57424,56753
"13/05/2015","Wednesday","May",2015,56790,56372,56900,56199
"14/05/2015","Thursday","May",2015,56376,56657,56921,56105
"15/05/2015","Friday","May",2015,56656,57249,57288,56422
"18/05/2015","Monday","May",2015,57250,56204,57606,55926
"19/05/2015","Tuesday","May",2015,56204,55499,56212,55027
"20/05/2015","Wednesday","May",2015,55497,54901,55645,54820
"21/05/2015","Thursday","May",2015,54900,55112,55112,54526
"22/05/2015","Friday","May",2015,55112,54377,55223,54038
"25/05/2015","Monday","May",2015,54378,54609,54868,53972
"26/05/2015","Tuesday","May",2015,54609,53630,54609,53548
"27/05/2015","Wednesday","May",2015,53631,54236,54293,53136
"28/05/2015","Thursday","May",2015,54230,53976,54230,53363
"29/05/2015","Friday","May",2015,53974,52760,53974,52760
"01/06/2015","Monday","June",2015,52753,53031,53233,52666
"02/06/2015","Tuesday","June",2015,53035,54236,54236,53035
"03/06/2015","Wednesday","June",2015,54254,53523,54254,53462
"05/06/2015","Friday","June",2015,53518,52973,53518,52808
"08/06/2015","Monday","June",2015,52975,52810,53325,52810
"09/06/2015","Tuesday","June",2015,52810,52816,53292,52688
"10/06/2015","Wednesday","June",2015,52817,53876,54102,52817
"11/06/2015","Thursday","June",2015,53876,53689,54271,53444
"12/06/2015","Friday","June",2015,53689,53348,53689,53033
"15/06/2015","Monday","June",2015,53338,53138,53338,52548
"16/06/2015","Tuesday","June",2015,53144,53702,53969,53107
"17/06/2015","Wednesday","June",2015,53698,53249,53755,52965
"18/06/2015","Thursday","June",2015,53251,54239,54352,53214
"19/06/2015","Friday","June",2015,54236,53749,54236,53479
"22/06/2015","Monday","June",2015,53750,53864,54342,53655
"23/06/2015","Tuesday","June",2015,53865,53772,54361,53772
"24/06/2015","Wednesday","June",2015,53772,53843,54236,53628
"25/06/2015","Thursday","June",2015,53840,53176,53840,52879
"26/06/2015","Friday","June",2015,53181,54017,54076,53151
"29/06/2015","Monday","June",2015,54013,53014,54013,52647
"30/06/2015","Tuesday","June",2015,53014,53081,53345,52813
"01/07/2015","Wednesday","July",2015,53081,52758,53456,52603
"02/07/2015","Thursday","July",2015,52758,53106,53357,52758
"03/07/2015","Friday","July",2015,53106,52519,53106,52370
"06/07/2015","Monday","July",2015,52511,52149,52679,51683
"07/07/2015","Tuesday","July",2015,52149,52344,52388,51130
"08/07/2015","Wednesday","July",2015,52343,51782,52468,51574
"10/07/2015","Friday","July",2015,51782,52591,52786,51782
"13/07/2015","Monday","July",2015,52591,53119,53164,52591
"14/07/2015","Tuesday","July",2015,53119,53239,53416,52653
"15/07/2015","Wednesday","July",2015,53239,52902,53334,52790
"16/07/2015","Thursday","July",2015,52902,53070,53417,52714
"17/07/2015","Friday","July",2015,53070,52342,53310,52221
"20/07/2015","Monday","July",2015,52341,51600,52424,51525
"21/07/2015","Tuesday","July",2015,51603,51474,51998,51244
"22/07/2015","Wednesday","July",2015,51474,50916,51474,50592
"23/07/2015","Thursday","July",2015,50916,49807,51063,49668
"24/07/2015","Friday","July",2015,49804,49246,49831,48624
"27/07/2015","Monday","July",2015,49246,48736,49298,48640
"28/07/2015","Tuesday","July",2015,48740,49602,49871,48740
"29/07/2015","Wednesday","July",2015,49602,50245,50333,49422
"30/07/2015","Thursday","July",2015,50245,49897,50645,49612
"31/07/2015","Friday","July",2015,49897,50865,50895,49892
"03/08/2015","Monday","August",2015,50867,50138,50867,50054
"04/08/2015","Tuesday","August",2015,50138,50058,50574,49827
"05/08/2015","Wednesday","August",2015,50067,50287,50853,50067
"06/08/2015","Thursday","August",2015,50280,50011,50534,49624
"07/08/2015","Friday","August",2015,50013,48577,50013,48512
"10/08/2015","Monday","August",2015,48578,49353,49512,48578
"11/08/2015","Tuesday","August",2015,49340,49072,49340,48306
"12/08/2015","Wednesday","August",2015,49064,48388,49064,48028
"13/08/2015","Thursday","August",2015,48390,48010,48606,47722
"14/08/2015","Friday","August",2015,48010,47508,48186,47508
"17/08/2015","Monday","August",2015,47509,47217,47788,47217
"18/08/2015","Tuesday","August",2015,47220,47451,48084,46676
"19/08/2015","Wednesday","August",2015,47451,46588,47451,45977
"20/08/2015","Thursday","August",2015,46588,46649,46781,46030
"21/08/2015","Friday","August",2015,46649,45720,46649,45677
"24/08/2015","Monday","August",2015,45715,44336,45715,42749
"25/08/2015","Tuesday","August",2015,44338,44545,45588,44338
"26/08/2015","Wednesday","August",2015,44546,46038,46039,44540
"27/08/2015","Thursday","August",2015,46038,47715,47997,46038
"28/08/2015","Friday","August",2015,47697,47154,47872,46847
"31/08/2015","Monday","August",2015,47151,46626,47151,45570
"01/09/2015","Tuesday","September",2015,46625,45477,46625,45278
"02/09/2015","Wednesday","September",2015,45484,46464,46474,45445
"03/09/2015","Thursday","September",2015,46468,47366,47532,46279
"04/09/2015","Friday","September",2015,47366,46498,47377,46320
"08/09/2015","Tuesday","September",2015,46501,46762,47243,46497
"09/09/2015","Wednesday","September",2015,46762,46657,47840,46614
"10/09/2015","Thursday","September",2015,46656,46504,46819,45592
"11/09/2015","Friday","September",2015,46509,46401,46558,46176
"14/09/2015","Monday","September",2015,46400,47282,47386,46218
"15/09/2015","Tuesday","September",2015,47281,47364,47689,46746
"16/09/2015","Wednesday","September",2015,47364,48553,48681,47364
"17/09/2015","Thursday","September",2015,48553,48551,49396,48082
"18/09/2015","Friday","September",2015,48550,47264,48550,46928
"21/09/2015","Monday","September",2015,47263,46590,47391,46425
"22/09/2015","Tuesday","September",2015,46585,46265,46585,45276
"23/09/2015","Wednesday","September",2015,46263,45340,46480,45340
"24/09/2015","Thursday","September",2015,45340,45292,45572,44183
"25/09/2015","Friday","September",2015,45300,44831,45969,44697
"28/09/2015","Monday","September",2015,44832,43957,44832,43767
"29/09/2015","Tuesday","September",2015,43956,44132,44531,43956
"30/09/2015","Wednesday","September",2015,44132,45059,45294,44132
"01/10/2015","Thursday","October",2015,45064,45313,45547,44789
"02/10/2015","Friday","October",2015,45313,47033,47033,44973
"05/10/2015","Monday","October",2015,47033,47598,48081,47019
"06/10/2015","Tuesday","October",2015,47598,47735,48092,47389
"07/10/2015","Wednesday","October",2015,47735,48914,49290,47715
"08/10/2015","Thursday","October",2015,48915,49107,49247,48658
"09/10/2015","Friday","October",2015,49105,49338,49752,48698
"13/10/2015","Tuesday","October",2015,49339,47363,49339,47135
"14/10/2015","Wednesday","October",2015,47349,46710,47715,46701
"15/10/2015","Thursday","October",2015,46730,47161,47188,46321
"16/10/2015","Friday","October",2015,47161,47236,47727,46517
"19/10/2015","Monday","October",2015,47242,47447,47536,46917
"20/10/2015","Tuesday","October",2015,47447,47077,47728,46623
"21/10/2015","Wednesday","October",2015,47077,47026,47274,46654
"22/10/2015","Thursday","October",2015,47027,47772,47909,47027
"23/10/2015","Friday","October",2015,47774,47597,48837,47502
"26/10/2015","Monday","October",2015,47607,47209,47875,47105
"27/10/2015","Tuesday","October",2015,47205,47043,47338,46742
"28/10/2015","Wednesday","October",2015,47038,46741,47442,46388
"29/10/2015","Thursday","October",2015,46740,45628,46740,45628
"30/10/2015","Friday","October",2015,45628,45869,45975,45401
"03/11/2015","Tuesday","November",2015,45869,48054,48054,45866
"04/11/2015","Wednesday","November",2015,48059,47710,49054,47441
"05/11/2015","Thursday","November",2015,47712,48047,48061,47430
"06/11/2015","Friday","November",2015,48046,46919,48046,46397
"09/11/2015","Monday","November",2015,46915,46195,47001,46057
"10/11/2015","Tuesday","November",2015,46195,46207,46207,45397
"11/11/2015","Wednesday","November",2015,46207,47065,47231,46207
"12/11/2015","Thursday","November",2015,47065,46884,47460,46696
"13/11/2015","Friday","November",2015,46884,46517,46884,46311
"16/11/2015","Monday","November",2015,46519,46847,46905,46399
"17/11/2015","Tuesday","November",2015,46848,47248,47698,46848
"18/11/2015","Wednesday","November",2015,47241,47436,47951,47241
"19/11/2015","Thursday","November",2015,47437,48139,48227,47437
"23/11/2015","Monday","November",2015,48138,48150,48745,47988
"24/11/2015","Tuesday","November",2015,48143,48284,48320,47442
"25/11/2015","Wednesday","November",2015,48270,46867,48270,46742
"26/11/2015","Thursday","November",2015,46867,47146,47199,46867
"27/11/2015","Friday","November",2015,47144,45873,47144,45812
"30/11/2015","Monday","November",2015,45871,45120,45931,45106
"01/12/2015","Tuesday","December",2015,45121,45047,45482,44775
"02/12/2015","Wednesday","December",2015,45046,44915,45338,44579
"03/12/2015","Thursday","December",2015,44923,46393,47142,44923
"04/12/2015","Friday","December",2015,46385,45361,46385,45023
"07/12/2015","Monday","December",2015,45361,45223,46157,45217
"08/12/2015","Tuesday","December",2015,45223,44443,45233,44232
"09/12/2015","Wednesday","December",2015,44444,46108,46438,44444
"10/12/2015","Thursday","December",2015,46084,45631,46323,45351
"11/12/2015","Friday","December",2015,45630,45263,45981,45068
"14/12/2015","Monday","December",2015,45258,44747,45258,44531
"15/12/2015","Tuesday","December",2015,44748,44872,45423,44748
"16/12/2015","Wednesday","December",2015,44868,45016,45099,44095
"17/12/2015","Thursday","December",2015,45016,45261,46251,45016
"18/12/2015","Friday","December",2015,45249,43911,45249,43690
"21/12/2015","Monday","December",2015,43912,43200,44223,43196
"22/12/2015","Tuesday","December",2015,43208,43470,43632,43137
"23/12/2015","Wednesday","December",2015,43479,44015,44233,43479
"28/12/2015","Monday","December",2015,44016,43764,44087,43709
"29/12/2015","Tuesday","December",2015,43781,43654,44042,43523
"30/12/2015","Wednesday","December",2015,43653,43350,43662,43217
"04/01/2016","Monday","January",2016,43349,42141,43349,42125
"05/01/2016","Tuesday","January",2016,42139,42419,42534,42137
"06/01/2016","Wednesday","January",2016,42410,41773,42410,41590
"07/01/2016","Thursday","January",2016,41772,40695,41772,40695
"08/01/2016","Friday","January",2016,40695,40612,41218,40463
"11/01/2016","Monday","January",2016,40612,39950,40974,39924
"12/01/2016","Tuesday","January",2016,39955,39514,40261,39426
"13/01/2016","Wednesday","January",2016,39518,38944,40050,38822
"14/01/2016","Thursday","January",2016,38944,39500,39502,38459
"15/01/2016","Friday","January",2016,39494,38569,39494,37986
"18/01/2016","Monday","January",2016,38572,37937,38633,37937
"19/01/2016","Tuesday","January",2016,37941,38057,38857,37941
"20/01/2016","Wednesday","January",2016,38056,37645,38056,37046
"21/01/2016","Thursday","January",2016,37647,37717,38079,37495
"22/01/2016","Friday","January",2016,37737,38031,38444,37737
"26/01/2016","Tuesday","January",2016,38031,37497,38031,37112
"27/01/2016","Wednesday","January",2016,37501,38376,38766,37402
"28/01/2016","Thursday","January",2016,38376,38630,39100,37996
"29/01/2016","Friday","January",2016,38635,40406,40406,38635
"01/02/2016","Monday","February",2016,40397,40570,40570,39738
"02/02/2016","Tuesday","February",2016,40564,38596,40564,38596
"03/02/2016","Wednesday","February",2016,38597,39589,39726,38597
"04/02/2016","Thursday","February",2016,39589,40822,41444,39589
"05/02/2016","Friday","February",2016,40812,40592,41249,40566
"10/02/2016","Wednesday","February",2016,40592,40377,40592,39960
"11/02/2016","Thursday","February",2016,40370,39318,40370,38928
"12/02/2016","Friday","February",2016,39324,39808,39901,39324
"15/02/2016","Monday","February",2016,39808,40093,40671,39808
"16/02/2016","Tuesday","February",2016,40093,40948,41206,40074
"17/02/2016","Wednesday","February",2016,40958,41631,42436,40958
"18/02/2016","Thursday","February",2016,41624,41478,41698,41183
"19/02/2016","Friday","February",2016,41477,41543,41828,41071
"22/02/2016","Monday","February",2016,41544,43235,43345,41544
"23/02/2016","Tuesday","February",2016,43235,42521,43601,42359
"24/02/2016","Wednesday","February",2016,42521,42085,42521,41211
"25/02/2016","Thursday","February",2016,42084,41888,42327,41442
"26/02/2016","Friday","February",2016,41889,41593,42495,41417
"29/02/2016","Monday","February",2016,41599,42794,43053,41599
"01/03/2016","Tuesday","March",2016,42795,44122,44181,42795
"02/03/2016","Wednesday","March",2016,44122,44893,44983,43841
"03/03/2016","Thursday","March",2016,44900,47193,47375,44900
"04/03/2016","Friday","March",2016,47194,49085,50024,47194
"07/03/2016","Monday","March",2016,49089,49246,49639,48746
"08/03/2016","Tuesday","March",2016,49244,49102,49914,48847
"09/03/2016","Wednesday","March",2016,49102,48665,50001,48623
"10/03/2016","Thursday","March",2016,48667,49571,49974,47922
"11/03/2016","Friday","March",2016,49574,49639,50038,49156
"14/03/2016","Monday","March",2016,49639,48867,50166,48757
"15/03/2016","Tuesday","March",2016,48866,47130,48866,46684
"16/03/2016","Wednesday","March",2016,47130,47763,47814,46521
"17/03/2016","Thursday","March",2016,47770,50914,51268,47770
"18/03/2016","Friday","March",2016,50915,50815,51308,50202
"21/03/2016","Monday","March",2016,50816,51172,51370,50765
"22/03/2016","Tuesday","March",2016,51170,51010,51215,50812
"23/03/2016","Wednesday","March",2016,51005,49690,51005,49491
"24/03/2016","Thursday","March",2016,49686,49657,49686,48778
"28/03/2016","Monday","March",2016,49687,50838,51149,49687
"29/03/2016","Tuesday","March",2016,50839,51155,51765,50387
"30/03/2016","Wednesday","March",2016,51155,51249,52262,50900
"31/03/2016","Thursday","March",2016,51248,50055,51248,49642
"01/04/2016","Friday","April",2016,50054,50562,50768,49361
"04/04/2016","Monday","April",2016,50556,48780,50556,48600
"05/04/2016","Tuesday","April",2016,48778,49054,49629,48149
"06/04/2016","Wednesday","April",2016,49054,48096,49054,47874
"07/04/2016","Thursday","April",2016,48099,48513,48940,48099
"08/04/2016","Friday","April",2016,48517,50293,50486,48517
"11/04/2016","Monday","April",2016,50303,50165,51089,50078
"12/04/2016","Tuesday","April",2016,50166,52002,52327,50166
"13/04/2016","Wednesday","April",2016,52010,53150,53844,52010
"14/04/2016","Thursday","April",2016,53150,52411,53699,52242
"15/04/2016","Friday","April",2016,52414,53228,53390,52414
"18/04/2016","Monday","April",2016,53229,52894,53479,52305
"19/04/2016","Tuesday","April",2016,52894,53710,54054,52894
"20/04/2016","Wednesday","April",2016,53711,53631,53857,53149
"22/04/2016","Friday","April",2016,53630,52908,53630,52629
"25/04/2016","Monday","April",2016,52911,51862,52949,51748
"26/04/2016","Tuesday","April",2016,51867,53083,53108,51838
"27/04/2016","Wednesday","April",2016,53094,54478,54560,53094
"28/04/2016","Thursday","April",2016,54475,54312,54978,53963
"29/04/2016","Friday","April",2016,54317,53911,54705,53592
"02/05/2016","Monday","May",2016,53910,53562,54113,53265
"03/05/2016","Tuesday","May",2016,53557,52260,53557,52260
"04/05/2016","Wednesday","May",2016,52253,52553,52672,51931
"05/05/2016","Thursday","May",2016,52569,51671,53071,51311
"06/05/2016","Friday","May",2016,51671,51718,52159,51204
"09/05/2016","Monday","May",2016,51717,50990,51717,49908
"10/05/2016","Tuesday","May",2016,50994,53071,53071,50994
"11/05/2016","Wednesday","May",2016,53072,52764,53976,52736
"12/05/2016","Thursday","May",2016,52765,53241,53798,52424
"13/05/2016","Friday","May",2016,53236,51804,53250,51366
"16/05/2016","Monday","May",2016,51803,51803,52305,51585
"17/05/2016","Tuesday","May",2016,51795,50839,51946,50689
"18/05/2016","Wednesday","May",2016,50836,50562,51373,50301
"19/05/2016","Thursday","May",2016,50556,50133,50556,49588
"20/05/2016","Friday","May",2016,50133,49723,50822,49723
"23/05/2016","Monday","May",2016,49709,49330,49709,48695
"24/05/2016","Tuesday","May",2016,49330,49345,50002,49153
"25/05/2016","Wednesday","May",2016,49347,49483,50357,49347
"27/05/2016","Friday","May",2016,49481,49051,49805,48869
"30/05/2016","Monday","May",2016,49051,48964,49203,48799
"31/05/2016","Tuesday","May",2016,48963,48472,49269,48292
"01/06/2016","Wednesday","June",2016,48468,49013,49057,48200
"02/06/2016","Thursday","June",2016,49008,49887,49906,48781
"03/06/2016","Friday","June",2016,49888,50620,50634,49888
"06/06/2016","Monday","June",2016,50627,50432,50924,50097
"07/06/2016","Tuesday","June",2016,50432,50488,50641,50005
"08/06/2016","Wednesday","June",2016,50490,51629,51812,50490
"09/06/2016","Thursday","June",2016,51633,51118,51633,50832
"10/06/2016","Friday","June",2016,51117,49422,51117,49421
"13/06/2016","Monday","June",2016,49419,49661,49764,48804
"14/06/2016","Tuesday","June",2016,49662,48648,49894,48216
"15/06/2016","Wednesday","June",2016,48649,48915,49415,48324
"16/06/2016","Thursday","June",2016,48901,49412,49412,48067
"17/06/2016","Friday","June",2016,49409,49534,50191,49405
"20/06/2016","Monday","June",2016,49539,50329,50782,49539
"21/06/2016","Tuesday","June",2016,50326,50838,50870,49678
"22/06/2016","Wednesday","June",2016,50835,50156,51239,50060
"23/06/2016","Thursday","June",2016,50161,51560,51673,50161
"24/06/2016","Friday","June",2016,51561,50105,51561,49544
"27/06/2016","Monday","June",2016,50106,49246,50162,48954
"28/06/2016","Tuesday","June",2016,49252,50007,50301,49252
"29/06/2016","Wednesday","June",2016,50009,51002,51229,50009
"30/06/2016","Thursday","June",2016,51001,51527,51619,50585
"01/07/2016","Friday","July",2016,51540,52233,52346,51411
"04/07/2016","Monday","July",2016,52241,52569,52918,52241
"05/07/2016","Tuesday","July",2016,52565,51842,52565,51510
"06/07/2016","Wednesday","July",2016,51842,51902,51909,50825
"07/07/2016","Thursday","July",2016,51902,52015,52719,51888
"08/07/2016","Friday","July",2016,52020,53141,53166,52020
"11/07/2016","Monday","July",2016,53143,53960,54021,53143
"12/07/2016","Tuesday","July",2016,53961,54256,54746,53961
"13/07/2016","Wednesday","July",2016,54256,54598,54647,53733
"14/07/2016","Thursday","July",2016,54601,55481,55634,54601
"15/07/2016","Friday","July",2016,55482,55578,55649,55233
"18/07/2016","Monday","July",2016,55573,56484,56509,55355
"19/07/2016","Tuesday","July",2016,56487,56698,56698,56246
"20/07/2016","Wednesday","July",2016,56699,56578,56927,56221
"21/07/2016","Thursday","July",2016,56578,56641,56906,56233
"22/07/2016","Friday","July",2016,56641,57002,57171,56518
"25/07/2016","Monday","July",2016,57006,56873,57205,56398
"26/07/2016","Tuesday","July",2016,56876,56783,57310,56708
"27/07/2016","Wednesday","July",2016,56788,56853,57380,56788
"28/07/2016","Thursday","July",2016,56853,56667,56853,55993
"29/07/2016","Friday","July",2016,56664,57308,57474,56340
"01/08/2016","Monday","August",2016,57309,56756,57729,56676
"02/08/2016","Tuesday","August",2016,56756,56162,56974,55696
"03/08/2016","Wednesday","August",2016,56157,57077,57101,55788
"04/08/2016","Thursday","August",2016,57076,57594,58030,57076
"05/08/2016","Friday","August",2016,57609,57661,57951,57290
"08/08/2016","Monday","August",2016,57655,57635,57917,57504
"09/08/2016","Tuesday","August",2016,57637,57689,58095,57615
"10/08/2016","Wednesday","August",2016,57690,56920,57953,56735
"11/08/2016","Thursday","August",2016,56925,58300,58308,56923
"12/08/2016","Friday","August",2016,58300,58298,58753,57987
"15/08/2016","Monday","August",2016,58316,59146,59324,58316
"16/08/2016","Tuesday","August",2016,59144,58855,59187,58589
"17/08/2016","Wednesday","August",2016,58847,59324,59324,58081
"18/08/2016","Thursday","August",2016,59324,59166,59418,58829
"19/08/2016","Friday","August",2016,59158,59099,59240,58599
"22/08/2016","Monday","August",2016,59080,57781,59099,57631
"23/08/2016","Tuesday","August",2016,57781,58020,58596,57781
"24/08/2016","Wednesday","August",2016,58019,57718,58332,57456
"25/08/2016","Thursday","August",2016,57718,57722,58124,57639
"26/08/2016","Friday","August",2016,57725,57716,58655,57259
"29/08/2016","Monday","August",2016,57717,58610,58957,57642
"30/08/2016","Tuesday","August",2016,58610,58575,58882,58293
"31/08/2016","Wednesday","August",2016,58580,57901,58910,57506
"01/09/2016","Thursday","September",2016,57901,58236,58417,57638
"02/09/2016","Friday","September",2016,58241,59616,59655,58241
"05/09/2016","Monday","September",2016,59616,59566,59986,59402
"06/09/2016","Tuesday","September",2016,59566,60129,60129,59182
"08/09/2016","Thursday","September",2016,60129,60232,60311,59743
"09/09/2016","Friday","September",2016,60220,58000,60220,57961
"12/09/2016","Monday","September",2016,57998,58586,58595,57511
"13/09/2016","Tuesday","September",2016,58580,56821,58580,56459
"14/09/2016","Wednesday","September",2016,56812,57059,57342,56694
"15/09/2016","Thursday","September",2016,57068,57909,58127,57068
"16/09/2016","Friday","September",2016,57909,57080,57909,56794
"19/09/2016","Monday","September",2016,57083,57350,58025,57083
"20/09/2016","Tuesday","September",2016,57356,57736,57902,57356
"21/09/2016","Wednesday","September",2016,57736,58394,58575,57326
"22/09/2016","Thursday","September",2016,58408,58994,59462,58408
"23/09/2016","Friday","September",2016,58992,58697,59131,58409
"26/09/2016","Monday","September",2016,58697,58054,58697,57904
"27/09/2016","Tuesday","September",2016,58066,58382,58490,57411
"28/09/2016","Wednesday","September",2016,58383,59356,59415,58353
"29/09/2016","Thursday","September",2016,59346,58351,59621,58292
"30/09/2016","Friday","September",2016,58350,58367,58900,58271
"03/10/2016","Monday","October",2016,58370,59461,59549,58367
"04/10/2016","Tuesday","October",2016,59461,59339,59580,58892
"05/10/2016","Wednesday","October",2016,59340,60254,60477,59340
"06/10/2016","Thursday","October",2016,60254,60644,60724,60070
"07/10/2016","Friday","October",2016,60645,61109,61275,60479
"10/10/2016","Monday","October",2016,61130,61668,61756,61130
"11/10/2016","Tuesday","October",2016,61668,61022,61668,60885
"13/10/2016","Thursday","October",2016,61020,61119,61329,60243
"14/10/2016","Friday","October",2016,61120,61767,62039,61120
"17/10/2016","Monday","October",2016,61768,62696,62696,61719
"18/10/2016","Tuesday","October",2016,62701,63782,63937,62701
"19/10/2016","Wednesday","October",2016,63784,63506,64089,63309
"20/10/2016","Thursday","October",2016,63495,63838,63927,62729
"21/10/2016","Friday","October",2016,63838,64108,64372,63379
"24/10/2016","Monday","October",2016,64141,64060,64691,63914
"25/10/2016","Tuesday","October",2016,64059,63866,64266,63248
"26/10/2016","Wednesday","October",2016,63860,63826,63924,63084
"27/10/2016","Thursday","October",2016,63827,64250,64609,63827
"28/10/2016","Friday","October",2016,64251,64308,64728,63778
"31/10/2016","Monday","October",2016,64312,64925,65054,64312
"01/11/2016","Tuesday","November",2016,64922,63326,65291,63019
"03/11/2016","Thursday","November",2016,63325,61750,63524,61750
"04/11/2016","Friday","November",2016,61749,61598,62699,61491
"07/11/2016","Monday","November",2016,61601,64052,64193,61601
"08/11/2016","Tuesday","November",2016,64052,64158,64767,63381
"09/11/2016","Wednesday","November",2016,64157,63258,64358,61794
"10/11/2016","Thursday","November",2016,63261,61201,63903,60553
"11/11/2016","Friday","November",2016,61199,59184,61626,58921
"14/11/2016","Monday","November",2016,59183,59657,59961,58322
"16/11/2016","Wednesday","November",2016,59659,60759,60915,59364
"17/11/2016","Thursday","November",2016,60763,59770,61493,59746
"18/11/2016","Friday","November",2016,59770,59962,60193,59327
"21/11/2016","Monday","November",2016,59963,61070,61070,59963
"22/11/2016","Tuesday","November",2016,61072,61954,62550,61072
"23/11/2016","Wednesday","November",2016,61956,61986,62046,61234
"24/11/2016","Thursday","November",2016,61999,61396,62105,61392
"25/11/2016","Friday","November",2016,61394,61559,61559,60573
"28/11/2016","Monday","November",2016,61559,62856,62934,61240
"29/11/2016","Tuesday","November",2016,62859,60987,62859,60980
"30/11/2016","Wednesday","November",2016,60994,61906,62590,60994
"01/12/2016","Thursday","December",2016,61906,59507,61911,59058
"02/12/2016","Friday","December",2016,59499,60316,60379,58092
"05/12/2016","Monday","December",2016,60322,59832,60720,59635
"06/12/2016","Tuesday","December",2016,59828,61088,61235,59396
"07/12/2016","Wednesday","December",2016,61111,61414,61918,61062
"08/12/2016","Thursday","December",2016,61430,60677,61936,60499
"09/12/2016","Friday","December",2016,60688,60501,61129,60316
"12/12/2016","Monday","December",2016,60517,59179,60517,59035
"13/12/2016","Tuesday","December",2016,59178,59281,59946,58758
"14/12/2016","Wednesday","December",2016,59280,58212,59338,58212
"15/12/2016","Thursday","December",2016,58214,58396,58635,57575
"16/12/2016","Friday","December",2016,58398,58389,59312,58365
"19/12/2016","Monday","December",2016,58390,57111,58600,57109
"20/12/2016","Tuesday","December",2016,57116,57583,57918,57038
"21/12/2016","Wednesday","December",2016,57583,57647,58049,57222
"22/12/2016","Thursday","December",2016,57646,57255,57646,56829
"23/12/2016","Friday","December",2016,57255,57937,58143,57255
"26/12/2016","Monday","December",2016,57941,58620,58781,57941
"27/12/2016","Tuesday","December",2016,58627,58697,59068,58402
"28/12/2016","Wednesday","December",2016,58688,59782,59911,58688
"29/12/2016","Thursday","December",2016,59782,60227,60248,59278
"02/01/2017","Monday","January",2017,60227,59589,60227,59371
"03/01/2017","Tuesday","January",2017,59631,61814,61815,59631
"04/01/2017","Wednesday","January",2017,61811,61589,61940,61302
"05/01/2017","Thursday","January",2017,61594,62071,62409,61594
"06/01/2017","Friday","January",2017,62072,61665,62072,61396
"09/01/2017","Monday","January",2017,61680,61700,62112,61307
"10/01/2017","Tuesday","January",2017,61710,62132,62446,61710
"11/01/2017","Wednesday","January",2017,62134,62446,62674,61665
"12/01/2017","Thursday","January",2017,62448,63954,64342,62448
